,obs_next,blockID,stage,t,trialID,reward,obs,action,is_done,tot_t,highstate,randomplanet,rewardplanet,transition,p_reward_low,p_reward_high,p_ambiguity,p_trans
26,2.0,1,0,1,14.0,0.0,0.0,1,False,27,0,1,[0. 1.],[1 1],0.30000000000000004,0.7,1.0,[0.5 0.5]
27,0.0,1,1,0,14.0,0.0,2.0,0,False,28,0,0,[1. 0.],[2 1],0.30000000000000004,0.7,1.0,[0.5 0.5]
28,1.0,1,0,1,15.0,0.0,0.0,1,False,29,0,0,[1. 0.],[2 1],0.30000000000000004,0.7,1.0,[0.5 0.5]
29,0.0,1,1,0,15.0,0.0,1.0,0,False,30,0,0,[1. 0.],[2 2],0.30000000000000004,0.7,1.0,[0.5 0.5]
30,1.0,1,0,1,16.0,0.0,0.0,1,False,31,0,0,[1. 0.],[2 2],0.30000000000000004,0.7,1.0,[0.5 0.5]
31,0.0,1,1,0,16.0,0.0,1.0,0,False,32,0,1,[1. 0.],[2 1],0.30000000000000004,0.7,1.0,[0.5 0.5]
32,2.0,1,0,1,17.0,0.0,0.0,1,False,33,0,1,[1. 0.],[2 1],0.30000000000000004,0.7,1.0,[0.5 0.5]
33,0.0,1,1,0,17.0,0.0,2.0,0,False,34,0,1,[0. 1.],[2 1],0.30000000000000004,0.7,1.0,[0.5 0.5]
34,2.0,1,0,1,18.0,0.0,0.0,2,False,35,0,1,[0. 1.],[2 1],0.30000000000000004,0.7,1.0,[0.5 0.5]
35,0.0,1,1,0,18.0,0.0,2.0,0,False,36,0,0,[1. 1.],[2 1],0.30000000000000004,0.7,1.0,[0.5 0.5]
36,1.0,1,0,1,19.0,0.0,0.0,1,False,37,0,0,[1. 1.],[2 1],0.30000000000000004,0.7,1.0,[0.5 0.5]
37,0.0,1,1,0,19.0,1.0,1.0,0,False,38,0,0,[1. 0.],[1 1],0.30000000000000004,0.7,1.0,[0.5 0.5]
38,1.0,1,0,1,20.0,0.0,0.0,1,False,39,0,0,[1. 0.],[1 1],0.30000000000000004,0.7,1.0,[0.5 0.5]
39,0.0,1,1,0,20.0,1.0,1.0,0,False,40,0,1,[1. 0.],[2 1],0.30000000000000004,0.7,1.0,[0.5 0.5]
40,2.0,1,0,1,21.0,0.0,0.0,1,False,41,0,1,[1. 0.],[2 1],0.30000000000000004,0.7,1.0,[0.5 0.5]
41,0.0,1,1,0,21.0,0.0,2.0,0,False,42,0,0,[1. 0.],[2 2],0.30000000000000004,0.7,1.0,[0.5 0.5]
42,1.0,1,0,1,22.0,0.0,0.0,1,False,43,0,0,[1. 0.],[2 2],0.30000000000000004,0.7,1.0,[0.5 0.5]
43,0.0,1,1,0,22.0,0.0,1.0,0,False,44,0,0,[1. 1.],[2 2],0.30000000000000004,0.7,1.0,[0.5 0.5]
44,1.0,1,0,1,23.0,0.0,0.0,1,False,45,0,0,[1. 1.],[2 2],0.30000000000000004,0.7,1.0,[0.5 0.5]
45,0.0,1,1,0,23.0,1.0,1.0,0,False,46,0,0,[0. 0.],[2 1],0.30000000000000004,0.7,1.0,[0.5 0.5]
46,1.0,1,0,1,24.0,0.0,0.0,1,False,47,0,0,[0. 0.],[2 1],0.30000000000000004,0.7,1.0,[0.5 0.5]
47,0.0,1,1,0,24.0,0.0,1.0,0,False,48,0,1,[1. 0.],[1 2],0.30000000000000004,0.7,1.0,[0.5 0.5]
48,2.0,1,0,1,25.0,0.0,0.0,1,False,49,0,1,[1. 0.],[1 2],0.30000000000000004,0.7,1.0,[0.5 0.5]
49,0.0,1,1,0,25.0,1.0,2.0,0,False,50,0,0,[1. 0.],[1 2],0.30000000000000004,0.7,1.0,[0.5 0.5]
50,1.0,1,0,1,26.0,0.0,0.0,1,False,51,0,0,[1. 0.],[1 2],0.30000000000000004,0.7,1.0,[0.5 0.5]
51,0.0,1,1,0,26.0,1.0,1.0,0,False,52,0,0,[1. 0.],[2 1],0.30000000000000004,0.7,1.0,[0.5 0.5]
52,1.0,1,0,1,27.0,0.0,0.0,1,False,53,0,0,[1. 0.],[2 1],0.30000000000000004,0.7,1.0,[0.5 0.5]
53,0.0,1,1,0,27.0,0.0,1.0,0,False,54,0,0,[1. 0.],[2 1],0.30000000000000004,0.7,1.0,[0.5 0.5]
54,1.0,1,0,1,28.0,0.0,0.0,1,False,55,0,0,[1. 0.],[2 1],0.30000000000000004,0.7,1.0,[0.5 0.5]
55,0.0,1,1,0,28.0,0.0,1.0,0,False,56,0,1,[1. 1.],[1 2],0.30000000000000004,0.7,1.0,[0.5 0.5]
56,2.0,1,0,1,29.0,0.0,0.0,1,False,57,0,1,[1. 1.],[1 2],0.30000000000000004,0.7,1.0,[0.5 0.5]
57,0.0,1,1,0,29.0,1.0,2.0,0,False,58,0,0,[1. 1.],[2 1],0.30000000000000004,0.7,1.0,[0.5 0.5]
58,1.0,1,0,1,30.0,0.0,0.0,1,False,59,0,0,[1. 1.],[2 1],0.30000000000000004,0.7,1.0,[0.5 0.5]
59,0.0,1,1,0,30.0,1.0,1.0,0,True,60,0,0,[1. 1.],[2 1],0.30000000000000004,0.7,1.0,[0.5 0.5]
0,2.0,1,0,1,1.0,0.0,0.0,1,False,1,1,1,[1. 1.],[2 1],0.30000000000000004,0.7,1.0,[0.5 0.5]
1,0.0,1,1,0,1.0,1.0,2.0,0,False,2,1,1,[1. 1.],[1 2],0.30000000000000004,0.7,1.0,[0.5 0.5]
2,2.0,1,0,1,2.0,0.0,0.0,1,False,3,1,1,[1. 1.],[1 2],0.30000000000000004,0.7,1.0,[0.5 0.5]
3,0.0,1,1,0,2.0,1.0,2.0,0,False,4,1,1,[0. 0.],[1 1],0.30000000000000004,0.7,1.0,[0.5 0.5]
4,2.0,1,0,1,3.0,0.0,0.0,1,False,5,1,1,[0. 0.],[1 1],0.30000000000000004,0.7,1.0,[0.5 0.5]
5,0.0,1,1,0,3.0,0.0,2.0,0,False,6,1,0,[1. 1.],[2 2],0.30000000000000004,0.7,1.0,[0.5 0.5]
6,1.0,1,0,1,4.0,0.0,0.0,1,False,7,1,0,[1. 1.],[2 2],0.30000000000000004,0.7,1.0,[0.5 0.5]
7,0.0,1,1,0,4.0,1.0,1.0,0,False,8,1,0,[1. 1.],[1 2],0.30000000000000004,0.7,1.0,[0.5 0.5]
8,1.0,1,0,1,5.0,0.0,0.0,1,False,9,1,0,[1. 1.],[1 2],0.30000000000000004,0.7,1.0,[0.5 0.5]
9,0.0,1,1,0,5.0,1.0,1.0,0,False,10,1,1,[0. 0.],[2 1],0.30000000000000004,0.7,1.0,[0.5 0.5]
10,2.0,1,0,1,6.0,0.0,0.0,1,False,11,1,1,[0. 0.],[2 1],0.30000000000000004,0.7,1.0,[0.5 0.5]
11,0.0,1,1,0,6.0,0.0,2.0,0,False,12,1,1,[0. 1.],[1 2],0.30000000000000004,0.7,1.0,[0.5 0.5]
12,2.0,1,0,1,7.0,0.0,0.0,1,False,13,1,1,[0. 1.],[1 2],0.30000000000000004,0.7,1.0,[0.5 0.5]
13,0.0,1,1,0,7.0,0.0,2.0,0,False,14,1,0,[0. 1.],[1 2],0.30000000000000004,0.7,1.0,[0.5 0.5]
14,1.0,1,0,1,8.0,0.0,0.0,1,False,15,1,0,[0. 1.],[1 2],0.30000000000000004,0.7,1.0,[0.5 0.5]
15,0.0,1,1,0,8.0,0.0,1.0,0,False,16,1,0,[0. 1.],[1 2],0.30000000000000004,0.7,1.0,[0.5 0.5]
16,1.0,1,0,1,9.0,0.0,0.0,2,False,17,1,0,[0. 1.],[1 2],0.30000000000000004,0.7,1.0,[0.5 0.5]
17,0.0,1,1,0,9.0,1.0,1.0,0,False,18,1,0,[0. 0.],[2 2],0.30000000000000004,0.7,1.0,[0.5 0.5]
18,1.0,1,0,1,10.0,0.0,0.0,2,False,19,1,0,[0. 0.],[2 2],0.30000000000000004,0.7,1.0,[0.5 0.5]
19,0.0,1,1,0,10.0,0.0,1.0,0,False,20,1,0,[0. 1.],[2 2],0.30000000000000004,0.7,1.0,[0.5 0.5]
20,1.0,1,0,1,11.0,0.0,0.0,2,False,21,1,0,[0. 1.],[2 2],0.30000000000000004,0.7,1.0,[0.5 0.5]
21,0.0,1,1,0,11.0,1.0,1.0,0,False,22,1,0,[0. 1.],[1 2],0.30000000000000004,0.7,1.0,[0.5 0.5]
22,1.0,1,0,1,12.0,0.0,0.0,2,False,23,1,0,[0. 1.],[1 2],0.30000000000000004,0.7,1.0,[0.5 0.5]
23,0.0,1,1,0,12.0,1.0,1.0,0,False,24,1,1,[0. 1.],[1 2],0.30000000000000004,0.7,1.0,[0.5 0.5]
24,2.0,1,0,1,13.0,0.0,0.0,2,False,25,1,1,[0. 1.],[1 2],0.30000000000000004,0.7,1.0,[0.5 0.5]
25,0.0,1,1,0,13.0,1.0,2.0,0,False,26,1,1,[0. 1.],[2 1],0.30000000000000004,0.7,1.0,[0.5 0.5]
26,2.0,1,0,1,14.0,0.0,0.0,2,False,27,1,1,[0. 1.],[2 1],0.30000000000000004,0.7,1.0,[0.5 0.5]
27,0.0,1,1,0,14.0,0.0,2.0,0,False,28,1,1,[0. 0.],[2 1],0.30000000000000004,0.7,1.0,[0.5 0.5]
28,2.0,1,0,1,15.0,0.0,0.0,2,False,29,1,1,[0. 0.],[2 1],0.30000000000000004,0.7,1.0,[0.5 0.5]
29,0.0,1,1,0,15.0,0.0,2.0,0,False,30,1,1,[1. 1.],[2 2],0.30000000000000004,0.7,1.0,[0.5 0.5]
30,2.0,1,0,1,16.0,0.0,0.0,2,False,31,1,1,[1. 1.],[2 2],0.30000000000000004,0.7,1.0,[0.5 0.5]
31,0.0,1,1,0,16.0,1.0,2.0,0,False,32,1,1,[0. 1.],[2 1],0.30000000000000004,0.7,1.0,[0.5 0.5]
32,2.0,1,0,1,17.0,0.0,0.0,2,False,33,1,1,[0. 1.],[2 1],0.30000000000000004,0.7,1.0,[0.5 0.5]
33,0.0,1,1,0,17.0,0.0,2.0,0,False,34,1,1,[0. 0.],[2 2],0.30000000000000004,0.7,1.0,[0.5 0.5]
34,2.0,1,0,1,18.0,0.0,0.0,2,False,35,1,1,[0. 0.],[2 2],0.30000000000000004,0.7,1.0,[0.5 0.5]
35,0.0,1,1,0,18.0,0.0,2.0,0,False,36,1,1,[0. 1.],[1 1],0.30000000000000004,0.7,1.0,[0.5 0.5]
36,2.0,1,0,1,19.0,0.0,0.0,1,False,37,1,1,[0. 1.],[1 1],0.30000000000000004,0.7,1.0,[0.5 0.5]
37,0.0,1,1,0,19.0,0.0,2.0,0,False,38,1,1,[0. 1.],[2 2],0.30000000000000004,0.7,1.0,[0.5 0.5]
38,2.0,1,0,1,20.0,0.0,0.0,2,False,39,1,1,[0. 1.],[2 2],0.30000000000000004,0.7,1.0,[0.5 0.5]
39,0.0,1,1,0,20.0,1.0,2.0,0,False,40,1,0,[1. 0.],[2 2],0.30000000000000004,0.7,1.0,[0.5 0.5]
40,1.0,1,0,1,21.0,0.0,0.0,2,False,41,1,0,[1. 0.],[2 2],0.30000000000000004,0.7,1.0,[0.5 0.5]
41,0.0,1,1,0,21.0,0.0,1.0,0,False,42,1,0,[0. 1.],[1 1],0.30000000000000004,0.7,1.0,[0.5 0.5]
42,1.0,1,0,1,22.0,0.0,0.0,2,False,43,1,0,[0. 1.],[1 1],0.30000000000000004,0.7,1.0,[0.5 0.5]
43,0.0,1,1,0,22.0,0.0,1.0,0,False,44,1,1,[1. 1.],[2 2],0.30000000000000004,0.7,1.0,[0.5 0.5]
44,2.0,1,0,1,23.0,0.0,0.0,2,False,45,1,1,[1. 1.],[2 2],0.30000000000000004,0.7,1.0,[0.5 0.5]
45,0.0,1,1,0,23.0,1.0,2.0,0,False,46,1,0,[0. 1.],[2 2],0.30000000000000004,0.7,1.0,[0.5 0.5]
46,1.0,1,0,1,24.0,0.0,0.0,2,False,47,1,0,[0. 1.],[2 2],0.30000000000000004,0.7,1.0,[0.5 0.5]
47,0.0,1,1,0,24.0,1.0,1.0,0,False,48,1,0,[1. 1.],[2 1],0.30000000000000004,0.7,1.0,[0.5 0.5]
48,1.0,1,0,1,25.0,0.0,0.0,2,False,49,1,0,[1. 1.],[2 1],0.30000000000000004,0.7,1.0,[0.5 0.5]
49,0.0,1,1,0,25.0,1.0,1.0,0,False,50,1,0,[1. 0.],[1 2],0.30000000000000004,0.7,1.0,[0.5 0.5]
50,1.0,1,0,1,26.0,0.0,0.0,2,False,51,1,0,[1. 0.],[1 2],0.30000000000000004,0.7,1.0,[0.5 0.5]
51,0.0,1,1,0,26.0,0.0,1.0,0,False,52,1,1,[0. 0.],[1 1],0.30000000000000004,0.7,1.0,[0.5 0.5]
52,2.0,1,0,1,27.0,0.0,0.0,2,False,53,1,1,[0. 0.],[1 1],0.30000000000000004,0.7,1.0,[0.5 0.5]
53,0.0,1,1,0,27.0,0.0,2.0,0,False,54,1,1,[0. 1.],[2 1],0.30000000000000004,0.7,1.0,[0.5 0.5]
54,2.0,1,0,1,28.0,0.0,0.0,2,False,55,1,1,[0. 1.],[2 1],0.30000000000000004,0.7,1.0,[0.5 0.5]
55,0.0,1,1,0,28.0,0.0,2.0,0,False,56,1,0,[0. 1.],[2 1],0.30000000000000004,0.7,1.0,[0.5 0.5]
56,1.0,1,0,1,29.0,0.0,0.0,2,False,57,1,0,[0. 1.],[2 1],0.30000000000000004,0.7,1.0,[0.5 0.5]
57,0.0,1,1,0,29.0,0.0,1.0,0,False,58,1,1,[1. 0.],[2 2],0.30000000000000004,0.7,1.0,[0.5 0.5]
58,2.0,1,0,1,30.0,0.0,0.0,1,False,59,1,1,[1. 0.],[2 2],0.30000000000000004,0.7,1.0,[0.5 0.5]
59,0.0,1,1,0,30.0,0.0,2.0,0,True,60,1,1,[0. 0.],[2 1],0.30000000000000004,0.7,1.0,[0.5 0.5]
0,2.0,1,0,1,1.0,0.0,0.0,1,False,1,1,1,[0. 1.],[1 1],0.30000000000000004,0.7,1.0,[0.5 0.5]
1,0.0,1,1,0,1.0,0.0,2.0,0,False,2,1,1,[0. 0.],[1 1],0.30000000000000004,0.7,1.0,[0.5 0.5]
2,2.0,1,0,1,2.0,0.0,0.0,2,False,3,1,1,[0. 0.],[1 1],0.30000000000000004,0.7,1.0,[0.5 0.5]
3,0.0,1,1,0,2.0,0.0,2.0,0,False,4,1,1,[1. 0.],[2 1],0.30000000000000004,0.7,1.0,[0.5 0.5]
4,2.0,1,0,1,3.0,0.0,0.0,1,False,5,1,1,[1. 0.],[2 1],0.30000000000000004,0.7,1.0,[0.5 0.5]
5,0.0,1,1,0,3.0,0.0,2.0,0,False,6,1,0,[0. 1.],[1 2],0.30000000000000004,0.7,1.0,[0.5 0.5]
6,1.0,1,0,1,4.0,0.0,0.0,2,False,7,1,0,[0. 1.],[1 2],0.30000000000000004,0.7,1.0,[0.5 0.5]
7,0.0,1,1,0,4.0,1.0,1.0,0,False,8,1,0,[1. 1.],[1 2],0.30000000000000004,0.7,1.0,[0.5 0.5]
8,1.0,1,0,1,5.0,0.0,0.0,2,False,9,1,0,[1. 1.],[1 2],0.30000000000000004,0.7,1.0,[0.5 0.5]
9,0.0,1,1,0,5.0,1.0,1.0,0,False,10,1,1,[1. 1.],[1 1],0.30000000000000004,0.7,1.0,[0.5 0.5]
10,2.0,1,0,1,6.0,0.0,0.0,2,False,11,1,1,[1. 1.],[1 1],0.30000000000000004,0.7,1.0,[0.5 0.5]
11,0.0,1,1,0,6.0,1.0,2.0,0,False,12,1,1,[0. 1.],[1 2],0.30000000000000004,0.7,1.0,[0.5 0.5]
12,2.0,1,0,1,7.0,0.0,0.0,2,False,13,1,1,[0. 1.],[1 2],0.30000000000000004,0.7,1.0,[0.5 0.5]
13,0.0,1,1,0,7.0,1.0,2.0,0,False,14,1,1,[1. 0.],[1 2],0.30000000000000004,0.7,1.0,[0.5 0.5]
14,2.0,1,0,1,8.0,0.0,0.0,2,False,15,1,1,[1. 0.],[1 2],0.30000000000000004,0.7,1.0,[0.5 0.5]
15,0.0,1,1,0,8.0,0.0,2.0,0,False,16,1,0,[0. 1.],[1 2],0.30000000000000004,0.7,1.0,[0.5 0.5]
16,1.0,1,0,1,9.0,0.0,0.0,2,False,17,1,0,[0. 1.],[1 2],0.30000000000000004,0.7,1.0,[0.5 0.5]
17,0.0,1,1,0,9.0,1.0,1.0,0,False,18,1,1,[1. 1.],[1 1],0.30000000000000004,0.7,1.0,[0.5 0.5]
18,2.0,1,0,1,10.0,0.0,0.0,2,False,19,1,1,[1. 1.],[1 1],0.30000000000000004,0.7,1.0,[0.5 0.5]
19,0.0,1,1,0,10.0,1.0,2.0,0,False,20,1,1,[1. 1.],[1 1],0.30000000000000004,0.7,1.0,[0.5 0.5]
20,2.0,1,0,1,11.0,0.0,0.0,2,False,21,1,1,[1. 1.],[1 1],0.30000000000000004,0.7,1.0,[0.5 0.5]
21,0.0,1,1,0,11.0,1.0,2.0,0,False,22,1,0,[0. 1.],[2 1],0.30000000000000004,0.7,1.0,[0.5 0.5]
22,1.0,1,0,1,12.0,0.0,0.0,2,False,23,1,0,[0. 1.],[2 1],0.30000000000000004,0.7,1.0,[0.5 0.5]
23,0.0,1,1,0,12.0,0.0,1.0,0,False,24,1,1,[0. 0.],[1 2],0.30000000000000004,0.7,1.0,[0.5 0.5]
24,2.0,1,0,1,13.0,0.0,0.0,2,False,25,1,1,[0. 0.],[1 2],0.30000000000000004,0.7,1.0,[0.5 0.5]
25,0.0,1,1,0,13.0,0.0,2.0,0,False,26,1,1,[0. 1.],[2 2],0.30000000000000004,0.7,1.0,[0.5 0.5]
26,2.0,1,0,1,14.0,0.0,0.0,2,False,27,1,1,[0. 1.],[2 2],0.30000000000000004,0.7,1.0,[0.5 0.5]
27,0.0,1,1,0,14.0,1.0,2.0,0,False,28,1,0,[0. 1.],[1 1],0.30000000000000004,0.7,1.0,[0.5 0.5]
28,1.0,1,0,1,15.0,0.0,0.0,2,False,29,1,0,[0. 1.],[1 1],0.30000000000000004,0.7,1.0,[0.5 0.5]
29,0.0,1,1,0,15.0,0.0,1.0,0,False,30,1,1,[0. 1.],[2 1],0.30000000000000004,0.7,1.0,[0.5 0.5]
30,2.0,1,0,1,16.0,0.0,0.0,2,False,31,1,1,[0. 1.],[2 1],0.30000000000000004,0.7,1.0,[0.5 0.5]
31,0.0,1,1,0,16.0,0.0,2.0,0,False,32,1,0,[1. 1.],[2 2],0.30000000000000004,0.7,1.0,[0.5 0.5]
32,1.0,1,0,1,17.0,0.0,0.0,2,False,33,1,0,[1. 1.],[2 2],0.30000000000000004,0.7,1.0,[0.5 0.5]
33,0.0,1,1,0,17.0,1.0,1.0,0,False,34,1,0,[0. 1.],[2 2],0.30000000000000004,0.7,1.0,[0.5 0.5]
34,1.0,1,0,1,18.0,0.0,0.0,2,False,35,1,0,[0. 1.],[2 2],0.30000000000000004,0.7,1.0,[0.5 0.5]
35,0.0,1,1,0,18.0,1.0,1.0,0,False,36,1,0,[0. 1.],[2 2],0.30000000000000004,0.7,1.0,[0.5 0.5]
36,1.0,1,0,1,19.0,0.0,0.0,2,False,37,1,0,[0. 1.],[2 2],0.30000000000000004,0.7,1.0,[0.5 0.5]
37,0.0,1,1,0,19.0,1.0,1.0,0,False,38,1,0,[0. 1.],[1 1],0.30000000000000004,0.7,1.0,[0.5 0.5]
38,1.0,1,0,1,20.0,0.0,0.0,2,False,39,1,0,[0. 1.],[1 1],0.30000000000000004,0.7,1.0,[0.5 0.5]
39,0.0,1,1,0,20.0,0.0,1.0,0,False,40,1,1,[0. 0.],[2 2],0.30000000000000004,0.7,1.0,[0.5 0.5]
40,2.0,1,0,1,21.0,0.0,0.0,2,False,41,1,1,[0. 0.],[2 2],0.30000000000000004,0.7,1.0,[0.5 0.5]
41,0.0,1,1,0,21.0,0.0,2.0,0,False,42,1,1,[0. 1.],[1 2],0.30000000000000004,0.7,1.0,[0.5 0.5]
42,2.0,1,0,1,22.0,0.0,0.0,2,False,43,1,1,[0. 1.],[1 2],0.30000000000000004,0.7,1.0,[0.5 0.5]
43,0.0,1,1,0,22.0,1.0,2.0,0,False,44,1,1,[0. 1.],[2 2],0.30000000000000004,0.7,1.0,[0.5 0.5]
44,2.0,1,0,1,23.0,0.0,0.0,2,False,45,1,1,[0. 1.],[2 2],0.30000000000000004,0.7,1.0,[0.5 0.5]
45,0.0,1,1,0,23.0,1.0,2.0,0,False,46,1,1,[0. 1.],[1 2],0.30000000000000004,0.7,1.0,[0.5 0.5]
46,2.0,1,0,1,24.0,0.0,0.0,2,False,47,1,1,[0. 1.],[1 2],0.30000000000000004,0.7,1.0,[0.5 0.5]
47,0.0,1,1,0,24.0,1.0,2.0,0,False,48,1,1,[1. 1.],[1 1],0.30000000000000004,0.7,1.0,[0.5 0.5]
48,2.0,1,0,1,25.0,0.0,0.0,2,False,49,1,1,[1. 1.],[1 1],0.30000000000000004,0.7,1.0,[0.5 0.5]
49,0.0,1,1,0,25.0,1.0,2.0,0,False,50,1,1,[0. 0.],[1 2],0.30000000000000004,0.7,1.0,[0.5 0.5]
50,2.0,1,0,1,26.0,0.0,0.0,2,False,51,1,1,[0. 0.],[1 2],0.30000000000000004,0.7,1.0,[0.5 0.5]
51,0.0,1,1,0,26.0,0.0,2.0,0,False,52,1,0,[0. 1.],[1 1],0.30000000000000004,0.7,1.0,[0.5 0.5]
52,1.0,1,0,1,27.0,0.0,0.0,2,False,53,1,0,[0. 1.],[1 1],0.30000000000000004,0.7,1.0,[0.5 0.5]
53,0.0,1,1,0,27.0,0.0,1.0,0,False,54,1,0,[1. 1.],[1 2],0.30000000000000004,0.7,1.0,[0.5 0.5]
54,1.0,1,0,1,28.0,0.0,0.0,2,False,55,1,0,[1. 1.],[1 2],0.30000000000000004,0.7,1.0,[0.5 0.5]
55,0.0,1,1,0,28.0,1.0,1.0,0,False,56,1,0,[1. 0.],[2 2],0.30000000000000004,0.7,1.0,[0.5 0.5]
56,1.0,1,0,1,29.0,0.0,0.0,2,False,57,1,0,[1. 0.],[2 2],0.30000000000000004,0.7,1.0,[0.5 0.5]
57,0.0,1,1,0,29.0,0.0,1.0,0,False,58,1,0,[0. 1.],[1 1],0.30000000000000004,0.7,1.0,[0.5 0.5]
58,1.0,1,0,1,30.0,0.0,0.0,2,False,59,1,0,[0. 1.],[1 1],0.30000000000000004,0.7,1.0,[0.5 0.5]
59,0.0,1,1,0,30.0,0.0,1.0,0,True,60,1,1,[0. 1.],[1 2],0.30000000000000004,0.7,1.0,[0.5 0.5]
0,1.0,1,0,1,1.0,0.0,0.0,1,False,1,0,0,[0. 0.],[2 1],0.30000000000000004,0.7,1.0,[0.5 0.5]
1,0.0,1,1,0,1.0,0.0,1.0,0,False,2,0,1,[1. 1.],[1 2],0.30000000000000004,0.7,1.0,[0.5 0.5]
2,2.0,1,0,1,2.0,0.0,0.0,2,False,3,0,1,[1. 1.],[1 2],0.30000000000000004,0.7,1.0,[0.5 0.5]
3,0.0,1,1,0,2.0,1.0,2.0,0,False,4,0,0,[1. 0.],[2 1],0.30000000000000004,0.7,1.0,[0.5 0.5]
4,1.0,1,0,1,3.0,0.0,0.0,2,False,5,0,0,[1. 0.],[2 1],0.30000000000000004,0.7,1.0,[0.5 0.5]
5,0.0,1,1,0,3.0,1.0,1.0,0,False,6,0,0,[1. 1.],[1 1],0.30000000000000004,0.7,1.0,[0.5 0.5]
6,1.0,1,0,1,4.0,0.0,0.0,2,False,7,0,0,[1. 1.],[1 1],0.30000000000000004,0.7,1.0,[0.5 0.5]
7,0.0,1,1,0,4.0,1.0,1.0,0,False,8,0,1,[1. 0.],[2 2],0.30000000000000004,0.7,1.0,[0.5 0.5]
8,2.0,1,0,1,5.0,0.0,0.0,2,False,9,0,1,[1. 0.],[2 2],0.30000000000000004,0.7,1.0,[0.5 0.5]
9,0.0,1,1,0,5.0,0.0,2.0,0,False,10,0,1,[1. 0.],[1 1],0.30000000000000004,0.7,1.0,[0.5 0.5]
10,2.0,1,0,1,6.0,0.0,0.0,2,False,11,0,1,[1. 0.],[1 1],0.30000000000000004,0.7,1.0,[0.5 0.5]
11,0.0,1,1,0,6.0,1.0,2.0,0,False,12,0,1,[1. 1.],[2 2],0.30000000000000004,0.7,1.0,[0.5 0.5]
12,2.0,1,0,1,7.0,0.0,0.0,2,False,13,0,1,[1. 1.],[2 2],0.30000000000000004,0.7,1.0,[0.5 0.5]
13,0.0,1,1,0,7.0,1.0,2.0,0,False,14,0,0,[0. 0.],[1 1],0.30000000000000004,0.7,1.0,[0.5 0.5]
14,1.0,1,0,1,8.0,0.0,0.0,2,False,15,0,0,[0. 0.],[1 1],0.30000000000000004,0.7,1.0,[0.5 0.5]
15,0.0,1,1,0,8.0,0.0,1.0,0,False,16,0,1,[1. 0.],[2 2],0.30000000000000004,0.7,1.0,[0.5 0.5]
16,2.0,1,0,1,9.0,0.0,0.0,2,False,17,0,1,[1. 0.],[2 2],0.30000000000000004,0.7,1.0,[0.5 0.5]
17,0.0,1,1,0,9.0,0.0,2.0,0,False,18,0,0,[1. 1.],[1 2],0.30000000000000004,0.7,1.0,[0.5 0.5]
18,1.0,1,0,1,10.0,0.0,0.0,2,False,19,0,0,[1. 1.],[1 2],0.30000000000000004,0.7,1.0,[0.5 0.5]
19,0.0,1,1,0,10.0,1.0,1.0,0,False,20,0,0,[0. 0.],[2 2],0.30000000000000004,0.7,1.0,[0.5 0.5]
20,1.0,1,0,1,11.0,0.0,0.0,2,False,21,0,0,[0. 0.],[2 2],0.30000000000000004,0.7,1.0,[0.5 0.5]
21,0.0,1,1,0,11.0,0.0,1.0,0,False,22,0,1,[0. 0.],[1 1],0.30000000000000004,0.7,1.0,[0.5 0.5]
22,2.0,1,0,1,12.0,0.0,0.0,2,False,23,0,1,[0. 0.],[1 1],0.30000000000000004,0.7,1.0,[0.5 0.5]
23,0.0,1,1,0,12.0,0.0,2.0,0,False,24,0,1,[1. 0.],[1 2],0.30000000000000004,0.7,1.0,[0.5 0.5]
24,2.0,1,0,1,13.0,0.0,0.0,2,False,25,0,1,[1. 0.],[1 2],0.30000000000000004,0.7,1.0,[0.5 0.5]
25,0.0,1,1,0,13.0,0.0,2.0,0,False,26,0,1,[0. 0.],[2 1],0.30000000000000004,0.7,1.0,[0.5 0.5]
26,2.0,1,0,1,14.0,0.0,0.0,1,False,27,0,1,[0. 0.],[2 1],0.30000000000000004,0.7,1.0,[0.5 0.5]
27,0.0,1,1,0,14.0,0.0,2.0,0,False,28,0,1,[1. 0.],[2 1],0.30000000000000004,0.7,1.0,[0.5 0.5]
28,2.0,1,0,1,15.0,0.0,0.0,2,False,29,0,1,[1. 0.],[2 1],0.30000000000000004,0.7,1.0,[0.5 0.5]
29,0.0,1,1,0,15.0,1.0,2.0,0,False,30,0,1,[1. 1.],[2 2],0.30000000000000004,0.7,1.0,[0.5 0.5]
30,2.0,1,0,1,16.0,0.0,0.0,2,False,31,0,1,[1. 1.],[2 2],0.30000000000000004,0.7,1.0,[0.5 0.5]
31,0.0,1,1,0,16.0,1.0,2.0,0,False,32,0,1,[1. 1.],[1 2],0.30000000000000004,0.7,1.0,[0.5 0.5]
32,2.0,1,0,1,17.0,0.0,0.0,2,False,33,0,1,[1. 1.],[1 2],0.30000000000000004,0.7,1.0,[0.5 0.5]
33,0.0,1,1,0,17.0,1.0,2.0,0,False,34,0,1,[0. 0.],[2 2],0.30000000000000004,0.7,1.0,[0.5 0.5]
34,2.0,1,0,1,18.0,0.0,0.0,2,False,35,0,1,[0. 0.],[2 2],0.30000000000000004,0.7,1.0,[0.5 0.5]
35,0.0,1,1,0,18.0,0.0,2.0,0,False,36,0,0,[1. 0.],[2 2],0.30000000000000004,0.7,1.0,[0.5 0.5]
